,Vmag,Plx,e_Plx,B-V,SpType,Class,Abs_Vmag,L,T,R
730,9.72,1.62,1.45,0.458,F2V,Dwarf,0.7675750727131554,42.17448003232967,7200.0,2910503018.815724
731,8.08,1.63,0.9,1.438,K5III,Giant,-0.8590619779802111,188.68461772302248,4250.0,17668454666.835712
732,8.99,6.99,1.24,0.549,F6V,Dwarf,3.2123858787284068,4.4368772164135235,6600.0,1123463617.374653
733,6.98,6.72,1.37,1.046,K0III,Giant,1.1168463652691276,30.572739926430707,5000.0,5138488048.807891
734,7.14,2.38,0.82,1.655,M3III,Giant,-0.9771152147174398,210.3585211363209,3200.0,32906998873.866783
735,8.85,2.38,1.16,1.255,K1/K2III,Giant,0.7328847852825593,43.54382069889445,4850.0,6517603969.322643
736,8.47,2.92,0.89,1.289,K2III,Giant,0.7969142572420918,41.05003077127198,4700.0,6738592684.050104
737,8.38,0.75,1.06,1.48,G5III,Giant,-2.2446936830414987,676.1084834832229,5500.0,19970594439.040386
738,6.98,12.21,0.64,0.309,F0IV,Dwarf,2.4135783197244134,9.260109425374646,7500.0,1256879697.427368
739,8.67,2.84,0.83,0.294,F0III,Giant,0.9365917002351871,36.09439504104595,7500.0,2481450037.28418
740,7.3,20.34,1.04,0.694,G3V,Dwarf,3.841754742933629,2.4849491556023735,5700.0,1127242152.817783
741,9.45,2.07,1.37,1.115,G8/K0IV,Dwarf,1.0298517272845888,33.12332495474602,5200.0,4945024570.675324
742,8.5,5.87,1.29,0.46,F3V,Dwarf,2.343190506238072,9.88035675526527,7050.0,1469319551.5747423
743,7.33,0.67,0.7,1.036,G6/G8II/III,Giant,-3.5396259864958672,2228.5107466726768,5400.0,37612138376.26394
744,9.73,7.56,1.55,0.501,F6/F7V,Dwarf,4.122608977506033,1.9185375276936685,6600.0,738763545.2152406
745,6.44,21.53,0.83,0.847,K0IV,Dwarf,3.1052201491174376,4.897177060804833,5000.0,2056558525.1028876
746,5.29,12.69,0.63,0.002,A0Vn,Dwarf,0.8073081104735245,40.65891092746329,10000.0,1481446762.789585
747,8.72,4.76,1.07,0.462,F5V,Dwarf,2.1080347636024666,12.269858109923764,6750.0,1786160179.8239355
748,7.13,3.16,0.96,1.64,M2III,Giant,-0.3715645869079811,120.42813696377326,3300.0,23412310901.374916
749,6.82,3.9,0.79,1.425,K3III,Giant,-0.22467696486750377,105.18892938108067,4550.0,11509869580.127668
750,8.18,16.72,1.1,0.53,F7V,Dwarf,4.296181365514988,1.6350759677791522,6450.0,714097835.8520161
751,7.88,8.55,1.56,0.615,F7/F8V,Dwarf,2.539830573640863,8.24352080160904,6450.0,1603411958.4910998
752,8.74,2.36,1.11,0.18,A3V,Dwarf,0.6045600148505343,49.00709514721433,9250.0,1900877777.1143746
753,9.56,99.44,1.39,1.463,K5V...,Dwarf,9.547805578167942,0.012965376547750526,4250.0,146461300.3054097
754,7.01,14.04,1.14,0.625,G0V,Dwarf,2.7468355389689325,6.812502701155128,6000.0,1684453480.0431979
755,9.83,4.59,1.67,0.559,F7/F8IV,Dwarf,3.139063427686308,4.746875382906779,6450.0,1216725652.5938194
756,6.8,2.5,0.94,1.578,M2III,Giant,-1.2102999566398118,260.7585661785822,3300.0,34450822176.99392
757,9.12,3.36,1.28,1.404,K3III:,Giant,1.7516963869492201,17.036559247035107,4550.0,4632082962.018664
758,9.8,5.9,1.35,0.536,F6V,Dwarf,3.6542600582107223,2.9533781835561816,6600.0,916599969.8703506
759,5.94,4.54,0.76,-0.003,B9IIIn,Giant,-0.7747207357144799,174.5815493329523,11500.0,2321195230.155309
760,9.25,1.2,1.34,0.891,G8III/IV,Dwarf,-0.35409376976187623,118.50571581706201,5200.0,9353435164.689026
761,8.71,1.47,1.0,1.259,K2/K3III,Giant,-0.4534133262591187,129.85810789450895,4700.0,11985247255.632269
762,9.91,2.79,2.37,0.446,F5V,Dwarf,2.1380210163679862,11.935605355162014,6750.0,1761663102.0211647
763,10.96,0.19,1.49,-0.049,B2.5Iab:,Giant,-2.646231995235855,978.6774785555137,22000.0,1501698040.4089067
764,8.05,4.44,1.2,0.98,G8II,Giant,1.2869148505730994,26.13988234373169,5200.0,4392920112.435621
765,8.49,2.77,1.11,1.356,K3III,Giant,0.702398845322243,44.78385836287713,4550.0,7510107247.793704
766,9.34,9.42,1.1,0.645,G3V,Dwarf,4.2102545139643865,1.7697436517985927,5700.0,951291571.1463685
767,9.08,3.67,1.33,1.094,K1III,Giant,1.9033303212604462,14.815807848207298,4850.0,3801783396.9439316
768,7.81,15.02,0.83,0.607,G0V,Dwarf,3.693349663340747,2.8489344239030023,6000.0,1089298496.4004235
769,6.85,20.01,0.87,0.569,F8V,Dwarf,3.356235443181058,3.886286018810398,6300.0,1153969843.6557434
770,9.63,7.15,1.06,0.594,F7V,Dwarf,3.9015302090054043,2.3518311969172836,6450.0,856429903.0892766
771,8.01,16.99,0.99,0.656,G5IV/V,Dwarf,4.160966894345227,1.8519377257413538,5500.0,1045191788.1051518
772,9.23,1.69,2.05,0.489,F6IV,Dwarf,0.3694335230683681,60.857509322618064,6600.0,4160805305.605761
773,8.12,5.94,1.05,1.172,K1III,Giant,1.9889322249059678,13.692504571193368,4850.0,3654821310.970297
774,6.34,6.34,0.62,-0.011,A0Vnn,Dwarf,0.35044628940866396,61.93119221918642,10000.0,1828364998.6779513
775,8.45,3.4,0.81,0.098,A2V,Dwarf,1.1073945852112743,30.84006321018891,9500.0,1429613358.6677785
776,9.3,6.01,1.64,1.169,K1/K2III,Giant,3.1943723600136984,4.511107449742534,4850.0,2097810655.9943528
777,7.68,2.54,2.07,1.024,K0III,Giant,-0.29583141690030956,112.31382365728308,5000.0,9848833062.251568
778,7.64,1.46,0.97,1.533,M0III,Giant,-1.5382357210778146,352.7112638920548,3500.0,35619002612.02606
779,8.71,2.33,1.23,0.941,G8III,Giant,0.5467796051300944,51.68592097805264,5200.0,6177142509.905181
780,7.39,3.24,1.03,-0.165,B4V,Dwarf,-0.05727494896693841,90.15834720145622,19000.0,611088269.942896
781,5.83,5.68,1.09,0.743,K1III+...,Giant,-0.39825832144490647,123.42580992853729,4850.0,10973058490.92708
782,8.38,6.5,0.81,0.43,F3/F5V,Dwarf,2.4445667832142792,8.999536130178656,7050.0,1402297006.4803228
783,7.76,5.33,0.71,1.095,K1III,Giant,1.3936360451328618,23.692618157715533,4850.0,4807632129.127154
784,7.8,2.77,0.99,1.208,K2III,Giant,0.012398845322243446,84.55417486831794,4700.0,9671191670.161472
785,6.74,8.67,0.89,1.136,K0III,Giant,1.4300954873810525,22.910183220012943,5000.0,4448181003.068458
786,8.7,0.7,1.18,1.009,G8III,Giant,-2.074509799928716,578.0155078546297,5200.0,20657189637.943726
787,9.39,6.28,2.48,0.443,F3V,Dwarf,3.3797982186859805,3.802849929407105,7050.0,911558485.5044693
788,7.98,4.41,0.82,0.97,G9III,Giant,1.202192947339194,28.261424817392673,5100.0,4748591960.966241
789,8.35,6.9,1.41,0.437,F3/F5V,Dwarf,2.544245453686276,8.21006696556459,7050.0,1339378410.4964154
790,7.11,8.6,1.43,0.433,F5IV/V,Dwarf,1.7824922562178394,16.56009925773443,6750.0,2075066889.00856
791,7.89,1.58,1.13,1.642,M2III,Giant,-1.1167145652278858,239.2228115196282,3300.0,32997542268.443775
792,6.51,4.65,0.75,-0.07,B8IIIMNp...,Giant,-0.15273523555022983,98.44460722189169,13000.0,1364009638.4046052
793,6.47,8.65,0.94,0.242,A4Vm,Dwarf,1.1550805373240696,29.514806638313885,9000.0,1558271511.0450618
794,9.08,3.71,4.96,0.495,F7V,Dwarf,1.9268695480752296,14.49803633761875,6450.0,2126392056.3302138
795,8.74,2.68,1.12,1.118,K1III,Giant,0.8806739701439454,38.002131569209396,4850.0,6088757533.124174
796,9.0,66.46,1.27,1.289,K7V,Dwarf,8.11280168471346,0.04861999032539556,3950.0,328338206.27280843
797,7.48,2.08,1.1,1.185,K1III,Giant,-0.9296833251861916,201.36612919843475,4850.0,14015800663.194832
798,8.77,1.89,1.32,1.282,K2III,Giant,0.15230902086622145,74.33070268451701,4700.0,9067688277.218386
799,6.25,5.98,0.95,1.225,K3III,Giant,0.13350591994205452,75.62925947052446,4550.0,9759561591.010078
800,9.41,5.85,1.39,0.75,G6V,Dwarf,3.245779330410903,4.302485091293622,5400.0,1652647937.295048
801,8.98,4.94,1.1,0.94,G8III,Giant,2.4486347446182357,8.965878729843212,5200.0,2572751981.918111
802,9.07,10.93,1.55,0.68,G3V,Dwarf,4.263100809748515,1.6856632055960798,5700.0,928418681.6512829
803,8.85,7.79,2.24,0.631,G3:V: + G2:,Dwarf,3.307687288362821,4.06401194127639,5700.0,1441570727.0998478
804,9.14,2.59,0.91,1.019,K0III,Giant,1.20649882040626,28.149560560459555,5000.0,4930647776.547137
805,9.43,2.26,1.53,0.39,A5V,Dwarf,1.200542195737004,28.304428236536644,8750.0,1614430172.545275
806,7.39,3.7,0.93,1.417,K5III,Giant,0.2310086203349755,69.13323082248851,4250.0,10694826538.917694
807,7.11,3.65,0.87,1.528,M4III:,Giant,-0.07853567771762826,91.9413021930985,3100.0,23181424297.524788
808,7.48,2.2,0.85,1.64,M4III,Giant,-0.8078865958889683,179.9970297683253,3100.0,32435265718.442078
809,5.9,5.46,0.74,1.536,M2III,Giant,-0.4140367864763128,125.2326820011894,3300.0,23874766870.83652
810,8.38,7.21,0.72,0.404,F3IV/V,Dwarf,2.6696763235971464,7.314285170224587,7050.0,1264200299.3826814
811,8.34,2.28,0.77,0.918,G8III,Giant,0.1296742350022697,75.89664828641972,5200.0,7485361684.568543
812,10.28,6.72,2.13,0.405,F6/F7IV/V,Dwarf,4.4168463652691266,1.4630850282251477,6600.0,645141664.686684
813,9.09,2.76,1.43,1.478,K3/K4III:,Giant,1.294545410326089,25.956806210510727,4550.0,5717563709.571514
814,9.39,4.39,1.51,0.448,F2V,Dwarf,2.6023226012106075,7.782420628864551,7200.0,1250260572.3621318
815,6.32,6.95,0.81,1.099,G9III:,Giant,0.5299240229505688,52.49462324065771,5100.0,6471802237.759998
816,9.42,6.37,2.74,0.519,F6V,Dwarf,3.440697161676752,3.595409936903725,6600.0,1011333782.4649141
817,7.79,0.93,0.96,0.364,A1Iab,Giant,-2.367585257230324,757.1386701711568,9750.0,6724912857.765696
818,6.25,2.45,0.69,-0.042,B9IIIp Mn,Giant,-1.804169578177337,450.6071655855476,11500.0,3729164528.5184746
819,5.76,122.75,1.41,0.88,K0V,Dwarf,6.20510750397503,0.2817928685787172,5000.0,493325050.3282756
820,5.92,23.46,1.02,0.302,F2Vw,Dwarf,2.7716400388975515,6.6586225999126825,7200.0,1156472701.8913383
821,7.15,5.0,0.9,1.2,K3III,Giant,0.6448500216800941,47.221759718044446,4550.0,7711812621.1132555
822,8.76,9.45,1.08,0.546,F7V,Dwarf,3.6371590425463154,3.0002663042081603,6450.0,967316623.9614857
823,6.6,8.06,0.74,-0.04,A0III,Giant,1.1316752090254543,30.15799974751711,10000.0,1275878870.0831769
824,8.68,7.89,2.34,0.529,F5V,Dwarf,3.1653850160471,4.633174723931252,6750.0,1097589571.5075307
825,8.07,23.61,1.03,0.651,G3/G5V,Dwarf,4.935479935393635,0.9074150013668765,5700.0,681179304.035925
826,10.36,52.71,5.18,1.34,K6V:,Dwarf,8.969465081074787,0.022086794422313892,4100.0,205403012.83558005
827,8.83,21.22,1.32,0.761,K1V,Dwarf,5.463726897826609,0.5578234888485749,4850.0,737688647.6030552
828,8.77,3.59,0.96,1.157,K2III,Giant,1.545472242891595,20.600397228423535,4700.0,4773646551.565297
829,7.17,16.15,0.6,0.587,F8/G0V,Dwarf,3.2108626333356085,4.443106656042903,6300.0,1233872965.5941908
830,5.42,11.31,0.85,0.146,A5III,Giant,0.6873130246272776,45.41048413567004,8750.0,2044890882.1736202
831,7.1,5.22,0.6,0.906,G8III,Giant,0.6883525150113101,45.36702653803426,5200.0,5787242076.329151
832,8.19,3.64,1.03,0.97,K1III,Giant,0.9955069182452796,34.18790773435655,4850.0,5775119336.837549
833,7.65,3.47,0.99,1.368,K2III,Giant,0.35164737395436774,61.862715994075266,4700.0,8272312918.424028
834,9.29,7.89,1.37,0.657,G5V,Dwarf,3.7753850160470996,2.641597841296429,5500.0,1248291893.015811
835,7.52,4.12,1.01,0.99,G8III,Giant,0.5944860801656731,49.46394294255635,5200.0,6042906261.911972
836,8.6,2.45,1.22,0.741,G5IIIm,Giant,0.5458304218226626,51.7311283446156,5500.0,5524064935.979658
837,9.49,16.32,0.99,0.739,G5V,Dwarf,5.5536007720892115,0.51350595363922,5500.0,550370998.7458991
838,8.57,5.54,1.17,0.3,A8III,Giant,2.2875488236421493,10.399929415332219,8000.0,1170694021.1593482
839,2.04,34.04,0.82,1.019,K0III,Giant,-0.3000522429372481,112.75131770016509,5000.0,9867996410.994833
840,8.01,2.89,1.07,0.912,G8III/IV,Dwarf,0.3144892137827391,64.01665488230456,5200.0,6874608641.520998
841,8.37,3.25,1.5,0.952,G8III,Giant,0.9294168048943714,36.333720100522896,5200.0,5179125373.904506
842,7.54,6.94,0.79,0.203,A4IV/V,Dwarf,1.7467973522742728,17.113608711196285,9000.0,1186571624.8597507
843,8.11,3.63,0.96,1.109,K1III,Giant,0.9095331251805625,37.00528288927425,4850.0,6008368568.927937
844,12.1,269.05,7.57,1.85,M5.5Ve,Dwarf,14.249164981912564,0.0001706668061965121,3000.0,33724086.89959706
845,7.95,6.12,0.97,1.067,K0III-IV,Dwarf,1.8837571107278066,15.085336611206413,5000.0,3609488583.4668374
846,8.1,7.67,1.1,0.944,K0IV,Dwarf,2.523976819744904,8.364780536216797,5000.0,2687790690.247027
847,7.49,0.65,0.67,1.645,M3III,Giant,-3.4454332167857213,2043.3171276056528,3200.0,102559550689.32185
848,8.78,1.29,1.02,1.156,K2III,Giant,-0.6670514485037575,158.09877844833804,4700.0,13224422621.119875
849,6.26,6.17,0.84,1.013,K1III,Giant,0.21142582016620715,70.39152238126431,4850.0,8286762274.632814
850,8.98,3.36,1.48,0.966,K0IV,Dwarf,1.6116963869492213,19.381377331897404,5000.0,4091292108.8458905
851,7.35,8.87,1.48,1.205,M5III,Giant,2.0896180991586313,12.479769611080979,3000.0,9119456435.513279
852,5.89,3.81,0.71,-0.146,B2.5IV,Dwarf,-1.205375121621902,259.5784014642841,22000.0,773387402.4595271
854,5.38,12.69,0.72,1.069,K0III,Giant,0.8973081104735243,37.424324870245115,5000.0,5685192272.498767
855,6.89,11.66,1.54,0.362,F2/F3V,Dwarf,2.2234927521149768,11.031995552746913,7200.0,1488573299.0920138
856,9.27,11.94,1.24,0.576,F8/G0V,Dwarf,4.655021633966751,1.174883439098542,6300.0,634489545.5588958
858,9.45,0.63,1.15,1.415,K3V,Dwarf,-1.5532972527320936,357.63847763984126,4550.0,21223035667.937435
859,6.98,3.31,1.11,1.6,M5III,Giant,-0.42086003112140524,126.0222163945292,3000.0,28979389078.72094
860,7.68,2.96,0.87,1.57,K2V,Dwarf,0.03645855529469344,82.70098827264238,4700.0,9564622026.578875
861,7.18,1.72,0.81,1.303,G0Ib,Giant,-1.6423577654622576,388.21310452785303,6000.0,12715714648.18477
862,8.79,7.79,0.91,0.88,K0IV/V,Dwarf,3.2476872883628207,4.294930627970222,5000.0,1925955492.0409667
863,9.35,2.9,1.28,0.921,G8IV,Dwarf,1.6619899894947796,18.50402507521567,5200.0,3696022406.287507
864,7.02,8.41,1.01,1.099,K2III,Giant,1.6439799789895595,18.813541949510117,4700.0,4561920847.343433
865,8.44,3.43,1.18,1.217,K1III,Giant,1.1164706002138516,30.58332327033471,4850.0,5462192969.763162
866,7.09,7.03,0.89,0.999,K0III,Giant,1.324776625099119,25.244000217798426,5000.0,4669251397.562725
867,7.82,3.11,1.03,1.323,K2/K3III,Giant,0.2838019451341882,65.8519268123826,4700.0,8534865982.205925
868,9.47,2.76,1.56,0.442,F3V,Dwarf,1.6745454103260897,18.291267176270097,7050.0,1999179736.7382286
869,8.52,3.71,1.19,1.175,K0III,Giant,1.366869548075229,24.283997503970944,5000.0,4579607517.524071
870,5.08,6.45,0.63,-0.098,B7III,Giant,-0.8722014268236631,190.9820425604469,14500.0,1527103388.9381518
871,8.11,1.67,1.1,1.579,M1III,Giant,-0.776417644262084,174.85463142496215,3400.0,26575957124.330006
872,8.86,2.32,1.09,1.096,G1Ibvar,Giant,0.6874399244544982,45.40517665061546,5900.0,4497351582.229066
873,7.37,5.11,0.84,0.167,A3V,Dwarf,0.9121045006735642,36.91774178348336,9250.0,1649841702.5907269
874,7.91,31.35,1.28,0.799,K0V,Dwarf,5.391187725833677,0.5963673940654949,5000.0,717670533.6198921
875,8.39,3.68,0.99,1.367,K3III,Giant,1.2192390933675892,27.821161684003044,4550.0,5919336309.205102
876,8.45,1.26,1.06,1.467,K4III,Giant,-1.0481472744121856,224.5816806656105,4400.0,17984153026.73274
877,9.21,3.5,1.17,0.36,A9V,Dwarf,1.9303402217513792,14.451763516296822,7750.0,1470500568.135956
878,8.06,2.14,0.93,1.378,K3III,Giant,-0.2879311332540446,111.49950624948683,4550.0,11850095689.46073
879,7.87,9.31,0.82,0.23,A7Vn,Dwarf,2.7147484049067145,7.016849652217477,8250.0,904214291.4965829
880,8.67,0.49,1.35,0.263,B2IV,Dwarf,-2.879019599857431,1212.7162780145961,22000.0,1671638713.3189862
881,5.7,8.79,0.53,1.264,K2/K3III,Giant,0.419944375368857,58.090998519988894,4700.0,8016169347.526079
882,6.78,9.06,0.56,0.451,F3III,Giant,1.5656409883840663,20.22123612696356,7050.0,2102005242.2125716
883,7.23,2.76,0.9,1.593,K5III,Giant,-0.5654545896739105,143.9752283375693,4250.0,15433847558.84218
884,9.34,6.37,2.22,0.771,G5IV/V,Dwarf,3.360697161676752,3.870347724500293,5500.0,1510976786.0781152
885,9.72,6.07,0.94,0.57,F8V,Dwarf,3.635943455376287,3.003627440028071,6300.0,1014495467.8284795
886,9.25,9.57,1.38,0.465,F5V,Dwarf,4.154559688884218,1.8628993310833437,6750.0,695977702.755572
887,8.8,4.94,1.29,0.331,A8III,Giant,2.268634744618236,10.582697803795327,8000.0,1180936108.516076
888,9.21,3.97,1.4,0.533,F6V,Dwarf,2.2039525338155777,11.232347969079981,6600.0,1787539230.7725072
889,3.95,20.12,0.56,-0.002,A2V,Dwarf,0.46813988191944844,55.56863037164556,9500.0,1919003709.471477
890,7.88,14.56,1.06,0.447,F3V,Dwarf,3.6958068748850916,2.8424937601858757,7050.0,788097054.811594
891,7.33,25.39,0.62,0.629,G1V,Dwarf,4.353313504368611,1.55125772785048,5900.0,831277707.6984262
892,4.34,19.34,0.76,0.871,G5III...,Giant,0.7722823487349153,41.99201685275163,5500.0,4976983105.626159
893,9.07,0.42,1.22,0.68,K0IIIp,Giant,-2.8137535480104994,1141.9616115325462,5000.0,31404647440.26807
894,8.11,5.17,1.74,1.031,K0III/IV,Dwarf,1.6774527154697125,18.242351276294595,5000.0,3969251128.8079095
895,7.44,5.17,0.92,1.279,K1/K2III,Giant,1.0074527154697144,33.81379923609485,4850.0,5743434679.619137
896,9.14,2.93,1.38,1.08,K0III,Giant,1.4743381017705488,21.99533839559283,5000.0,4358464307.420398
897,6.99,4.25,0.78,1.187,K0III,Giant,0.13194465025155822,75.73809660060034,5000.0,8087706138.844269
898,7.81,7.56,0.99,0.449,F5V,Dwarf,2.2026089775060314,11.246256849458423,6750.0,1710033552.803216
899,8.92,12.57,1.05,0.609,G0V,Dwarf,4.416676388429789,1.4633141098796645,6000.0,780682524.5421076
901,8.91,4.04,0.99,1.047,G8IIICN...,Giant,1.9419068255530263,14.298615165794708,5200.0,3248990788.6658826
902,9.26,4.59,1.29,0.3,A7IV,Dwarf,2.5690634276863076,8.024519237905912,8250.0,966962857.8940256
903,9.4,7.39,0.96,0.506,F6V,Dwarf,3.7432221919741284,2.721024562624078,6600.0,879805228.340278
904,9.27,5.5,1.45,0.528,F6V,Dwarf,2.9718134474712183,5.537466432893326,6600.0,1255092865.0959947
905,8.9,3.99,1.14,1.403,K3III,Giant,1.9048644784337423,14.794886706576973,4550.0,4316594043.466789
906,6.85,1.79,0.81,1.6,M4III,Giant,-1.8857348451005347,485.76453225657,3100.0,53284107006.44817
907,8.77,14.87,1.19,0.531,F8V,Dwarf,4.63155484260977,1.2005547197721125,6300.0,641383907.7159258
908,9.39,7.04,1.42,0.552,G2/G3V,Dwarf,3.627863295710563,3.0260652320107595,5800.0,1201410253.791539
909,8.71,5.42,0.85,0.452,F3V,Dwarf,2.379996432691936,9.551015126937486,7050.0,1444623618.4827948
910,8.76,4.07,1.22,1.077,K1III,Giant,1.8079720461261015,16.175976945046873,4850.0,3972463915.561176
911,9.0,2.24,1.16,0.003,B9V,Dwarf,0.7512400916708142,42.81382701906934,11500.0,1149488214.3074598
912,10.12,2.83,1.66,0.364,A0V,Dwarf,2.3789321776214507,9.560382226530024,10000.0,718366061.6332785
913,7.86,10.58,1.04,0.759,G5IV,Dwarf,2.9824283384958346,5.483589570993997,5500.0,1798519994.8422215
914,8.06,27.87,0.69,0.849,K0IV/V,Dwarf,5.285684843566521,0.6572296006297081,5000.0,753401928.2666471
915,9.15,2.75,1.14,0.363,F0III,Giant,1.3466634691513146,24.74018870535245,7500.0,2054410166.9564872
916,8.66,2.38,0.88,0.79,G3III,Giant,0.5428847852825598,51.87167399099356,5700.0,5150194123.586009
917,8.32,0.25,1.19,1.385,K2III,Giant,-4.690299956639812,6431.420629646083,4700.0,84346277385.61124
918,9.81,0.93,1.43,0.277,A8/A9V,Dwarf,-0.34758525723032285,117.79741633335875,8000.0,3939998777.4531627
919,4.79,24.49,0.78,0.29,F0V,Dwarf,1.7349439256235684,17.301477861578192,7500.0,1718016190.955459
920,6.77,38.86,0.83,0.648,G5V,Dwarf,4.7175139813188185,1.1091661730282893,5500.0,808874431.4642348
921,7.45,9.78,0.64,0.332,A9/F0IV,Dwarf,2.4016942739380074,9.362028747645748,7750.0,1183558581.489974
922,7.01,29.65,0.71,0.567,F8V,Dwarf,4.370123488501406,1.5274240845240614,6300.0,723447294.3399017
923,8.73,0.85,1.02,1.321,K3III,Giant,-1.6229053714285353,381.31935679581255,4550.0,21914411433.2592
924,9.2,4.06,1.12,0.228,A5III,Giant,2.2426301678859684,10.839237593437279,8750.0,999059699.2525847
925,6.18,13.01,0.76,0.447,F5III,Giant,1.7513864828079306,17.04142296351897,6750.0,2105007078.906694
926,9.67,2.19,1.68,0.524,F3/F5V,Dwarf,1.3722205742005915,24.164602973843454,7050.0,2297839954.0609603
927,9.69,2.8,1.12,1.258,K3III:,Giant,1.9257901567110967,14.512457525262372,4550.0,4275194384.512813
928,9.95,4.01,1.62,0.5,F6V,Dwarf,2.96572186310091,5.56862355344727,6600.0,1258618866.3102417
929,8.03,2.9,0.87,1.146,K1IIICN...,Giant,0.3419899894947793,62.41545295410968,4850.0,7803164538.052274
930,8.49,4.61,1.26,0.34,F0V,Dwarf,1.80850462694824,16.16804377937447,7500.0,1660788733.3061821
931,9.08,2.61,1.53,1.296,K1/K2III,Giant,1.1632025366914043,29.294830068920188,4850.0,5345892149.540163
932,7.87,3.96,1.04,1.047,K0III,Giant,0.8584759296275628,38.787126741328606,5000.0,5787779463.221608
933,7.46,5.31,0.88,0.729,G8III+...,Giant,1.0854726054073467,31.46911154896781,5200.0,4819963307.781404
934,7.61,2.84,0.73,1.626,M2/M3III,Giant,-0.12340829976481338,95.82097385531428,3300.0,20883851141.81497
935,6.63,2.53,0.62,1.697,M1III,Giant,-1.3543973941209106,297.76962136571046,3400.0,34680914332.5344
936,7.34,3.15,0.65,1.496,M0III,Giant,-0.16844723105199755,99.87965585029984,3500.0,18954424746.17914
937,5.14,4.97,0.78,1.587,K5III,Giant,-1.3782180563333402,304.3751000397281,4250.0,22440621415.838028
938,9.38,7.63,1.46,0.643,G5V,Dwarf,3.7926226897744026,2.5999876978587584,5500.0,1238421394.2859347
939,8.43,4.06,1.16,1.484,K4III,Giant,1.4726301678859688,22.029967427383237,4400.0,5632610922.88439
940,9.49,8.31,1.44,0.476,F6V,Dwarf,4.088005118920554,1.9806718147465208,6600.0,750631124.4247255
941,8.7,4.58,0.88,0.954,G8III,Giant,2.004327390019345,13.49971270905768,5200.0,3156921292.7723093
942,8.66,21.09,1.23,0.743,G8/K0V,Dwarf,5.280382898697432,0.6604470386776683,5200.0,698265347.1732658
943,7.72,24.8,0.89,0.613,G3IV,Dwarf,4.692258404131081,1.1352704739969708,5700.0,761917833.1269096
944,6.58,5.18,0.71,1.189,K2III,Giant,0.15164879872616588,74.3759181887135,4700.0,9070445803.72189
945,8.8,2.23,1.04,1.004,K1III,Giant,0.5415243152408031,51.93671516627796,4850.0,7118064851.835193
